gene,source,drug
ACTR2,NCI,
AURKC,ClearityFoundationClinicalTrial,AMG-900
CHUK,DTC,"2,6-DIDEHYDROPEPEROMIN B"
JAK2,GuideToPharmacology,BMS-911543
TNFRSF1B,NCI,DIDANOSINE
PDE4D,ChemblInteractions,THEOPHYLLINE
ETS2,PharmGKB,GEMCITABINE
CYP3A4,DTC,AMOXICILLIN
HTT,DTC,"FUCHSIN, BASIC"
NFE2L2,DTC,MITONAFIDE
GABRG1,ChemblInteractions,GLUTETHIMIDE
HDAC10,TdgClinicalTrial,GIVINOSTAT
PIK3R3,MyCancerGenomeClinicalTrial,ALPELISIB
MT-ND1,TEND,DESFLURANE
HRH2,GuideToPharmacology,CLOBENPROPIT
AGTR1,PharmGKB,
RORC,DTC,TRICLOFENOL
TPH1,TdgClinicalTrial,
CYP2C9,DTC,DIHYDROCAPSAICIN
PTGS1,TdgClinicalTrial,NEPAFENAC
,TTD,CS-8080
UGT1A10,PharmGKB,RISPERIDONE
MAPK8,TTD,
AR,DTC,BENFLUOREX HYDROCHLORIDE
CYP2C9,PharmGKB,SIPONIMOD
ABCB1,PharmGKB,HYDROXOCOBALAMIN
CACNA1H,ChemblInteractions,IMAGABALIN
EZH2,TTD,
JAK2,TTD,
KDM4E,DTC,SODIUM AMINOSALICYLATE
ERCC1,CIViC,
KAT2A,DTC,DIHYDROGAMBOGIC ACID
CNR1,TTD,
PIK3R6,MyCancerGenome,QUERCETIN
POLI,DTC,SANGUINARIUM CHLORIDE
PDGFRB,TTD,MK-2461
KCNH2,DTC,APTIGANEL HYDROCHLORIDE
KCNQ4,TdgClinicalTrial,EZOGABINE
PIK3CD,GuideToPharmacology,VS-5584
FABP4,TTD,
PNP,TTD,FORODESINE
FGFR1,ChemblInteractions,REGORAFENIB
KDR,TTD,
PPARG,TTD,
PTGS2,DTC,NS-398
AURKB,TTD,AT-9283
GABRB2,ChemblInteractions,HALAZEPAM
LTA4H,TTD,ACEBILUSTAT
SCN9A,TTD,
MAPK14,ChemblInteractions,KC-706
KIT,PharmGKB,MIDOSTAURIN
KCNA3,GuideToPharmacology,
HDGF,NCI,
CHRM3,TTD,SUXAMETHONIUM
CYSLTR1,TTD,CHEMBL314115
CFTR,DTC,TRICHOSTATIN
RAPGEF3,DTC,"1,4-DIMETHOXYANTHRAQUINONE"
KDR,ChemblInteractions,RAF-265
ESR2,GuideToPharmacology,RALOXIFENE
MAPK1,DTC,CHEMBL285819
CDK3,TTD,
POLI,DTC,CHEMBL1622802
DRD2,TTD,
JAK3,TdgClinicalTrial,PEFICITINIB
TUBB2B,ChemblInteractions,TRASTUZUMAB EMTANSINE
SSTR4,GuideToPharmacology,
ADORA1,GuideToPharmacology,
GHR,TTD,
CHRM5,TdgClinicalTrial,PROMAZINE
KDR,GuideToPharmacology,
ADRA1B,TdgClinicalTrial,
KCNJ11,ChemblInteractions,GLYBURIDE
GABRE,ChemblInteractions,ENFLURANE
GRIN3A,TEND,MEMANTINE
MAP2K1,TALC,SELUMETINIB
HDAC1,TTD,
CYP2C9,DTC,WIN-552122
CYP1A2,DTC,PYRILAMINE
CYP3A5,PharmGKB,ERYTHROMYCIN
ERBB2,JAX-CKB,
ADCYAP1R1,GuideToPharmacology,
MMP3,DTC,BERKELEYTRIONE
USP1,DTC,CHEMBL153057
PIK3R1,MyCancerGenome,PICTILISIB
AR,DTC,THIOPHENE
EHMT2,DTC,CHEMBL211670
AURKA,DTC,NORHARMANE
BGLAP,NCI,
MAP2K2,MyCancerGenome,
FRK,DTC,SB-203580
TNF,TdgClinicalTrial,
HMGCR,TdgClinicalTrial,PRAVASTATIN
ADRA1A,ChemblInteractions,METARAMINOL BITARTRATE
IDO1,TTD,
MAP2K1,CancerCommons,REFAMETINIB
GSR,ChemblInteractions,OXIGLUTATIONE
ABCG2,TTD,SULFASALAZINE
TP53,JAX-CKB,
SMAD3,DTC,CHEMBL530682
DRD2,TTD,EPHEDRINE
PRKCG,ChemblInteractions,CEP-2563
NPC1,DTC,CHEMBL583578
PIK3CB,GuideToPharmacology,
PDE2A,TTD,
ACHE,TEND,
,TTD,OXYCODEGOL
GMNN,DTC,ROTENONE
NFE2L2,DTC,CHEMBL1329443
,TTD,DIGITOXIN
RPS6KB1,DTC,SNS-314
PGR,TEND,LEVONORGESTREL
CREBBP,DTC,ALPRAZOLAM
ADRA2C,ChemblInteractions,TETRAHYDROZOLINE HYDROCHLORIDE
ABCC1,NCI,
AVPR1B,TTD,
CHRM2,GuideToPharmacology,
HTT,ChemblInteractions,DULOXETINE HYDROCHLORIDE
PIK3CB,GuideToPharmacology,TENALISIB
VDR,DTC,CHLOROTHALONIL
PIK3CA,JAX-CKB,
CYP4B1,NCI,
BAZ2B,DTC,OXOGLAUCINE
TPH1,TTD,
HDAC11,DTC,CHEMBL1650245
SCN9A,ChemblInteractions,RG7893
RET,MyCancerGenome,SUNITINIB
TNFRSF8,TdgClinicalTrial,
HTR1B,GuideToPharmacology,
TNFRSF17,TTD,
FGFR3,TdgClinicalTrial,
NR1I3,DTC,PK-11195
NFE2L2,DTC,CHEMBL580727
TYK2,GuideToPharmacology,
RXRG,TdgClinicalTrial,TRETINOIN
HSD17B10,DTC,AURINTRICARBOXYLIC ACID
GRM1,GuideToPharmacology,
TYRO3,TTD,ITACITINIB
CDK5,DTC,HAEMATOXYLIN
GABRA5,GuideToPharmacology,MK-0777
SIGMAR1,ChemblInteractions,
CYP2D6,PharmGKB,DEUTETRABENAZINE
POSTN,NCI,
ALOX15,DTC,NORDIHYDROGUAIARETIC ACID
AR,TTD,
HSD17B10,DTC,CHEMBL221733
KDM4E,DTC,CHEMBL1310138
CHRM5,GuideToPharmacology,SOLIFENACIN
CYB5R2,PharmGKB,RASBURICASE
FFAR1,TTD,LY2881835
HRAS,CIViC,
AR,TdgClinicalTrial,APALUTAMIDE
TUBB2B,ChemblInteractions,DAVUNETIDE
,TTD,NEMOLIZUMAB
ALDH1A1,DTC,CHEMBL321585
,TTD,VALACYCLOVIR
LTB4R,GuideToPharmacology,
FLT3,DTC,ILORASERTIB
CATSPER3,GuideToPharmacology,ALPROSTADIL
SENP6,DTC,CHEMBL1493528
JAK2,TTD,
CHRM3,ChemblInteractions,LAS190792
HSPA4,NCI,LITHIUM
PIK3CA,JAX-CKB,TAK-733
TP53,DTC,FURAZOLIDONE
CYP2B6,PharmGKB,DOXORUBICIN
FLT4,GuideToPharmacology,PAZOPANIB
BCR,FDA,BUSULFAN
CYP1A2,DTC,CHEMBL323356
IGF1R,MyCancerGenome,CIXUTUMUMAB
GRM2,GuideToPharmacology,
POLI,DTC,CATECHOL
,TTD,
TRPV1,TTD,
PIK3CA,JAX-CKB,SAMOTOLISIB
ALDH1A1,DTC,CHEMBL1526167
F2,TTD,AZD-8165
CHEK2,DTC,CENISERTIB
MSLN,TdgClinicalTrial,
FGFR3,JAX-CKB,
PLA2G10,ChemblInteractions,VARESPLADIB METHYL
SLC29A4,GuideToPharmacology,CIMETIDINE
CDK7,DTC,PAZOPANIB
IMPDH1,PharmGKB,
CYSLTR1,GuideToPharmacology,
CHRM2,ChemblInteractions,BATEFENTEROL
MPHOSPH8,DTC,PROMETHAZINE HYDROCHLORIDE
HDAC10,DTC,SUBEROHYDROXAMIC ACID
STK11,JAX-CKB,PHENFORMIN
SLC12A5,TEND,BUMETANIDE
AGTR1,GuideToPharmacology,
NRG1,CIViC,CARBOPLATIN
EGLN1,TTD,
GABRA1,TdgClinicalTrial,CLORAZEPIC ACID
HTR1A,TTD,
ACHE,TTD,
SIRT1,TTD,
CHRM4,GuideToPharmacology,
GABRG3,TEND,FLURAZEPAM
GRM1,GuideToPharmacology,
SCN11A,ChemblInteractions,PHENYTOIN
MAPT,DTC,ZAPA
PRKCA,DTC,REDIOCIDE A
NR1H4,TTD,
FLT3,GuideToPharmacology,
BRAF,JAX-CKB,
PMEL,NCI,
BRAF,COSMIC,DABRAFENIB
GNRHR,GuideToPharmacology,DESLORELIN
APEX1,DTC,INDIGO
SIGMAR1,TTD,
EHMT2,DTC,CAPSAZEPINE
CDK4,ClearityFoundationBiomarkers,RIBOCICLIB
LAMA4,ChemblInteractions,OCRIPLASMIN
,TTD,GEDIVUMAB
NPPC,TTD,VOSORITIDE
ALOX5,TTD,PF-4191834
SMAD3,DTC,CHEMBL1902074
PDCD1,GuideToPharmacology,CEMIPLIMAB
IL2RA,NCI,
MTOR,DTC,CHEMBL582278
CFTR,FDA,TEZACAFTOR
DRD2,ChemblInteractions,PROMAZINE HYDROCHLORIDE
SMAD3,DTC,CHEMBL592819
PDE1B,TTD,
NTRK2,GuideToPharmacology,
GAA,DTC,NODAKENIN
NR1H2,PharmGKB,GEFITINIB
NR1H4,TTD,
HRH1,GuideToPharmacology,CLOBENPROPIT
ADCYAP1,NCI,PROPRANOLOL
MAPK1,DTC,CHEMBL210618
EHMT2,DTC,CHEMBL1605629
CD247,TdgClinicalTrial,BLINATUMOMAB
CHRM3,DTC,UMECLIDINIUM BROMIDE
BCHE,TTD,
PIK3CD,GuideToPharmacology,
EGFR,FDA,OSIMERTINIB
AKT3,TTD,MK-2206
CASP3,DTC,PAC-1
EML4,JAX-CKB,
AR,DTC,DICHLORVOS
CHRNA7,GuideToPharmacology,
NOS2,NCI,CAPTOPRIL
,TTD,DULOXETINE
KCNH2,DTC,CHEMBL602552
BAZ2B,DTC,GOSSYPOL
GMNN,DTC,SPICLOMAZINE
PRTN3,GuideToPharmacology,
IRAK4,GuideToPharmacology,
ITGAM,NCI,
CYP3A4,DTC,NAFRONYL OXALATE
PRKCD,DTC,CHEMBL225519
VWF,NCI,RIBAVIRIN
CYP3A4,PharmGKB,QUINIDINE
FLT3,ChemblInteractions,SUNITINIB MALATE
DRD2,TdgClinicalTrial,REMOXIPRIDE
,TTD,
RAD52,DTC,CHEMBL602365
FGF2,NCI,
MELK,DTC,BMS-387032
LCK,GuideToPharmacology,CHEMBL1908395
,TTD,
CACNA1B,ChemblInteractions,ELPETRIGINE
CEACAM5,GuideToPharmacology,LABETUZUMAB
MAPT,DTC,ATHRAQUINONES A
GJA1,NCI,
DNER,TTD,ALOBRESIB
GABRA2,ChemblInteractions,LOREDIPLON
ASIC1,GuideToPharmacology,NAFAMOSTAT
FPR2,GuideToPharmacology,
DDR2,DoCM,ERLOTINIB
SCN10A,ChemblInteractions,PROCAINE HYDROCHLORIDE
ALDH1A1,DTC,ETHACRYNIC ACID
GABRE,TdgClinicalTrial,REMIMAZOLAM
TERT,TdgClinicalTrial,TERTOMOTIDE
SCN11A,TdgClinicalTrial,SAFINAMIDE
ALDH1A1,DTC,KAVAIN
MAP2K2,TTD,SELUMETINIB
ALDH1A1,DTC,METHYL ISOBUTYL KETONE
HSPA4,NCI,
SLC5A4,TTD,CANAGLIFLOZIN
PRSS1,DTC,CYANOPEPTOLIN SS
PGF,ChemblInteractions,CONBERCEPT
CYP2R1,PharmGKB,
CDK20,ChemblInteractions,AZD-5438
VDR,DTC,CAPTAMINE
AR,DTC,PRIMIDONE
TSHB,NCI,FLUOROURACIL
HTR2C,GuideToPharmacology,
ADRB3,GuideToPharmacology,
LPL,NCI,
CALCR,GuideToPharmacology,
HTR1E,GuideToPharmacology,METITEPINE
,TTD,
PIK3CD,GuideToPharmacology,OMIPALISIB
,TTD,
HIPK2,DTC,GW441756X
TXK,GuideToPharmacology,
FASN,NCI,RISPERIDONE
HPGD,DTC,7-CHLOROKYNURENIC ACID
PRKCB,GuideToPharmacology,
DPP4,TTD,
PARP1,ChemblInteractions,TALAZOPARIB TOSYLATE
COMT,PharmGKB,RISPERIDONE
DRD2,TTD,
BAZ2B,DTC,CHEMBL602718
PLK1,TTD,
GABRA4,TdgClinicalTrial,BROMAZEPAM
HTR2A,GuideToPharmacology,METITEPINE
ATAD5,DTC,CHEMBL444376
GRIN2C,GuideToPharmacology,
LSS,GuideToPharmacology,
ADRA2B,GuideToPharmacology,LISURIDE
KDM4A,DTC,CHEMBL1567571
HIF1A,DTC,CYCLOSERINE
BLM,DTC,MYRICETIN
AR,DTC,CARBOQUONE
GDF2,ClearityFoundationClinicalTrial,DALANTERCEPT
CDK4,GuideToPharmacology,AT-7519
JUN,DTC,ROTENONE
KDR,TdgClinicalTrial,DOVITINIB
MAPT,DTC,CALCIMYCIN
LTA,PharmGKB,ABACAVIR
MUSK,DTC,HESPERADIN
JAK3,TTD,
CSF2,NCI,
CLCN1,GuideToPharmacology,
,TTD,
TSPO,TdgClinicalTrial,LORAZEPAM
LCK,DTC,CEDIRANIB
ALDH1A1,DTC,CHEMBL322970
MAPK3,TdgClinicalTrial,
PTGS1,TdgClinicalTrial,NAPROXCINOD
NTRK3,TTD,
RAPGEF4,DTC,NABUMETONE
CDSN,PharmGKB,GEMCITABINE
SMO,CIViC,PATIDEGIB
GCGR,DTC,MK-0893
HDAC1,TTD,
KDM4A,DTC,CHEMBL591412
CYP3A4,DTC,LIOTHYRONINE
HNF1A,PharmGKB,
KMT2A,DTC,OXIDOPAMINE HYDROCHLORIDE
PTH1R,GuideToPharmacology,
UNC13D,FDA,EMAPALUMAB
EHMT2,DTC,HEMICHOLINIUM-3
IL13,TTD,TRALOKINUMAB
P2RX7,GuideToPharmacology,CHELERYTHRINE
TRPC5,GuideToPharmacology,RILUZOLE
RAB9A,DTC,CHEMBL483633
ESR1,DTC,PYRITHIONE ZINC
SYK,DTC,PD-0166285
PTGES2,GuideToPharmacology,
PTGES,DTC,CELECOXIB
BCL2,TTD,
ROCK1,TTD,VEROSUDIL
GABRA6,GuideToPharmacology,
TYK2,GuideToPharmacology,FILGOTINIB
IKBKE,TTD,
GART,DTC,LOMETREXOL
TNFSF13B,TTD,BLISIBIMOD
CYP17A1,ChemblInteractions,GALETERONE
ATXN2,DTC,INDIRUBIN-3-MONOXIME
NPSR1,DTC,CHEMBL572531
L3MBTL1,DTC,CHEMBL175266
HTR1D,TEND,ELETRIPTAN
KIT,MyCancerGenome,MOTESANIB
MPHOSPH8,DTC,CHLORPROMAZINE HYDROCHLORIDE
FLT1,TALC,VATALANIB
HCN3,GuideToPharmacology,
NFE2L2,DTC,FINASTERIDE
NTRK1,TEND,IMATINIB
CYP2D6,DTC,BERGAMOTTIN
CNR2,ChemblInteractions,
PTGES,DTC,CURCUMIN
DRD2,TEND,OLANZAPINE
HTR2C,TEND,MINAPRINE
CBFB,DTC,SHIKONIN
HDAC8,TdgClinicalTrial,ROMIDEPSIN
BACE1,TTD,ELENBECESTAT
HSD17B10,DTC,TYRPHOSTIN 47
ITGB5,ChemblInteractions,INTETUMUMAB
LIG1,TdgClinicalTrial,BLEOMYCIN
AD5,ChemblInteractions,TARENFLURBIL
ABCB1,PharmGKB,CODEINE
KCNJ6,GuideToPharmacology,
POLH,DTC,NOREPINEPHRINE
PGR,PharmGKB,PERTUZUMAB
CYP3A4,DTC,TREQUINSIN HYDROCHLORIDE
SLC22A5,DTC,CARNITINE
COMT,PharmGKB,MORPHINE
BRD4,TTD,
CHRNA3,GuideToPharmacology,
KYAT1,DTC,INDOLE-3-ACETIC ACID
TNFRSF14,GuideToPharmacology,
ADRA1A,GuideToPharmacology,TAMSULOSIN
PPARA,ChemblInteractions,LY-518674
ITGB2,ChemblInteractions,ROVELIZUMAB
GRIK4,GuideToPharmacology,
EHMT2,DTC,CLOMETHIAZOLE
RET,DTC,SP-600125
ABL1,NCI,AZACITIDINE
UGT1A3,PharmGKB,FLUVASTATIN
ERBB2,DTC,GEFITINIB
ATP4B,ChemblInteractions,OMEPRAZOLE
APAF1,DTC,CHEMBL578905
CLOCK,PharmGKB,LITHIUM
EGFR,JAX-CKB,S-222611
MAPKAPK2,DTC,CHEMBL225519
CYP2C19,DTC,CHEMBL244707
AR,DTC,NITROFURAZONE
,TTD,
RAPGEF3,DTC,MYRICETIN
CHRM1,TTD,
,TTD,
MAPK10,DTC,R-406
CYP1B1,NCI,LETROZOLE
GABRR3,TdgClinicalTrial,ADINAZOLAM
CLDN18,TTD,
ACVRL1,TTD,ASCRINVACUMAB
P2RY2,GuideToPharmacology,
SMAD3,DTC,FENTICLOR
F2R,GuideToPharmacology,
THRB,DTC,CHLOROTHALONIL
,TTD,
EGFR,TALC,CUDC-101
HTR2A,TEND,TRAZODONE
RUNX1,DTC,PURPUROGALLIN
ADRB2,TTD,ARFORMOTEROL
CCR3,NCI,
HPGD,DTC,KOPARIN
BDNF,NCI,HALOPERIDOL
GGPS1,GuideToPharmacology,CHEMBL494897
HTR1E,GuideToPharmacology,NARATRIPTAN
MAP4K4,DTC,SP-600125
ITK,DTC,CHEMBL2179805
POLH,DTC,BAICALEIN
IL10,PharmGKB,SIROLIMUS
EHMT2,DTC,CHEMBL1306524
SLC6A4,TdgClinicalTrial,VENLAFAXINE
PLG,TTD,RANOLAZINE
PLK1,DTC,NANAOMYCIN
AURKC,MyCancerGenome,AMG-900
GABRB2,ChemblInteractions,THIOPENTAL SODIUM
OPRM1,GuideToPharmacology,
ADORA1,GuideToPharmacology,
MAPK8,TTD,
FLT3,ChemblInteractions,ENMD-2076
PIK3CG,NCI,ALTEPLASE
,TTD,
CYP3A4,DTC,CHOLECALCIFEROL
GRIN2D,GuideToPharmacology,
CYP2D6,DTC,LAMOTRIGINE
ALOX15,DTC,DICHLOROPHEN
CBFB,DTC,CHEMBL211670
SYK,GuideToPharmacology,
P4HA1,TTD,LUFIRONIL
CYP2C9,DTC,PAPAVERINE
MAP3K5,GuideToPharmacology,
,TTD,
PIK3CG,TTD,RG-7666
BTK,TTD,
RECQL,DTC,PYROGALLOL
PSMB11,DTC,CARFILZOMIB
PDGFRB,MyCancerGenome,ORANTINIB
TOP2A,DTC,FISETIN
KDM4E,DTC,CHEMBL1465049
TACR3,GuideToPharmacology,
CSF3R,TTD,PEGFILGRASTIM
SCN9A,TTD,
BRAF,TTD,PLX8394
,NCI,TESTOSTERONE
POLH,DTC,CHEMBL179611
GPR119,GuideToPharmacology,
OPRM1,GuideToPharmacology,
P2RY2,ChemblInteractions,DENUFOSOL TETRASODIUM
DYRK1A,TTD,
ABCB1,DTC,CHEMBL533293
TNF,TTD,
DRD2,TdgClinicalTrial,BIFEPRUNOX
EDNRB,TTD,
CNR1,TTD,
STAT3,TTD,
GRM1,GuideToPharmacology,
ABCB1,NCI,GARLIC
P3H3,PharmGKB,SERTRALINE
FRK,DTC,LINIFANIB
PDGFRA,CIViC,SUNITINIB
MAP2K2,ChemblInteractions,WX-554
TFF2,TTD,
VDR,NCI,
CAMK2G,DTC,ILORASERTIB
PCSK9,PharmGKB,LOMITAPIDE
IGF1R,GuideToPharmacology,
GABRR1,TdgClinicalTrial,FLURAZEPAM
ALDH7A1,TTD,
MAPT,DTC,CHEMBL1306524
CCR8,GuideToPharmacology,
CYP3A4,DTC,CHEMBL462731
CHRM3,GuideToPharmacology,
NFE2L2,DTC,PHENMEDIPHAM
PDCD1,TTD,DOSTARLIMAB
CXCR4,TdgClinicalTrial,BKT140
,TTD,FINASTERIDE
TP53,DTC,CHEMBL582715
SLC6A2,DTC,IOBENGUANE
ERBB2,JAX-CKB,DOCETAXEL
RARG,ChemblInteractions,ALITRETINOIN
,TTD,
PRDX5,TTD,
OPN1LW,DTC,RHODOPSIN
ATXN2,DTC,CHEMBL528694
GLCCI1,PharmGKB,
USP1,DTC,HISTAMINE
AR,DTC,DASATINIB
NKX6-1,NCI,INSULIN
ADRA2A,TdgClinicalTrial,PSEUDOEPHEDRINE
CDK2,GuideToPharmacology,
ADRA2C,GuideToPharmacology,PRAZOSIN
ATP4B,ChemblInteractions,ESOMEPRAZOLE SODIUM
ADRA1A,TEND,PHENDIMETRAZINE
GRIN2C,GuideToPharmacology,
TXNRD1,TTD,
PRLHR,GuideToPharmacology,
HSD3B2,ChemblInteractions,TRILOSTANE
GSR,NCI,AMIFOSTINE
BIRC5,TALC,
CNR1,TdgClinicalTrial,
HTR2A,TTD,
GSR,NCI,
,TTD,ATN-161
EGFR,FDA,PEMBROLIZUMAB
CES2,PharmGKB,
,TTD,
ADAM10,TTD,ADERBASIB
GRIA3,GuideToPharmacology,
PRKD3,DTC,GSK-269962A
CYP2D6,DTC,SB-202190
FRK,GuideToPharmacology,
HRH1,TEND,ALCAFTADINE
PIK3CD,MyCancerGenome,PI-103
ELANE,TTD,
SLC12A1,TTD,ALDOSTERONE
EHMT2,DTC,LONIDAMINE
BMP7,PharmGKB,DAUNORUBICIN
TPBG,GuideToPharmacology,
CYP2C9,DTC,DIPHENHYDRAMINE
ACHE,TTD,
ADRB1,ChemblInteractions,CARTEOLOL HYDROCHLORIDE
NAT2,PharmGKB,CLONAZEPAM
CNR2,GuideToPharmacology,
PRKD2,GuideToPharmacology,
TOP1,TdgClinicalTrial,
GABRE,ChemblInteractions,CLORAZEPATE DIPOTASSIUM
BACE1,DTC,CHEMBL496451
HGF,ChemblInteractions,FICLATUZUMAB
EIF3A,PharmGKB,CISPLATIN
CDK1,TTD,PHA-793887
TP53,DTC,CHEMBL582473
SLC25A4,TdgClinicalTrial,CLODRONIC ACID
MGLL,TTD,
PIK3CA,JAX-CKB,SONOLISIB
CYP3A4,DTC,BERBERINE CHLORIDE
BRD2,GuideToPharmacology,
ADORA3,ChemblInteractions,QAF805
PDE4B,TTD,HT-0712
BRD3,GuideToPharmacology,
MAPT,DTC,TYRPHOSTIN 25
CARTPT,NCI,
NOS2,PharmGKB,RIFAMPIN
CYP3A4,DTC,TOXAPHENE
ESR2,TTD,AUS-131
LGALS1,TTD,
STK32B,DTC,MIDOSTAURIN
FZD5,ChemblInteractions,VANTICTUMAB
INSR,GuideToPharmacology,DOVITINIB
NPSR1,DTC,MIBEFRADIL DIHYDROCHLORIDE
SOD1,DTC,DOXYCYCLINE
FCGR3A,NCI,
HSD17B10,DTC,THYROXINE
NFKB1,DTC,EPIGALOCATECHIN GALLATE
DRD3,PharmGKB,METHYLPHENIDATE
MAPK14,NCI,RESVERATROL
FABP5,TTD,
HTR1D,GuideToPharmacology,
ALDH1A1,DTC,CHEMBL523200
MAPK3,DTC,SPINASAPONIN A METHYL ESTER
EHMT2,DTC,CHEMBL599013
HDAC4,DTC,PHENYLBUTANOIC ACID
PGR,NCI,TOREMIFENE
XIAP,TALC,AT-406
GABRQ,ChemblInteractions,ALPRAZOLAM
SMAD3,DTC,DITHIAZANINE
CDKN1A,NCI,FLUTAMIDE
FLT3,GuideToPharmacology,
ATAD5,DTC,CHEMBL428789
GSK3A,DTC,AZAKENPAULLONE
SSTR3,GuideToPharmacology,
GABRB3,ChemblInteractions,METHOHEXITAL SODIUM
CYP2C9,DTC,REMOXIPRIDE
BAZ2B,GuideToPharmacology,
CHRM1,TdgClinicalTrial,TRIDIHEXETHYL
CDK8,GuideToPharmacology,VORUCICLIB
FGFR3,CIViC,
CRTC2,TdgClinicalTrial,SAPANISERTIB
ITGB3,TEND,ABCIXIMAB
FPR2,GuideToPharmacology,
HTR4,TTD,
PDE4B,TdgClinicalTrial,
GABRP,GuideToPharmacology,PICROTOXIN
PDE4D,PharmGKB,
NFE2L2,DTC,CHEMBL533226
BACE1,TTD,LY-2811376
VIPR1,GuideToPharmacology,
MAP4K2,DTC,JNJ-7706621
PIN1,DTC,GOSSYPOL
TUBA1C,DTC,CHEMBL2036119
GRPR,GuideToPharmacology,
ANXA1,TEND,
CDK2,GuideToPharmacology,
ALB,DTC,COCHINCHINENIN C
VDR,DTC,ACRIFLAVINE
AR,TTD,NILUTAMIDE
OPRL1,GuideToPharmacology,
NOS1,NCI,
RGS4,DTC,MITOXANTRONE
PDE4C,GuideToPharmacology,CDP840
SMN2,DTC,GENISTEIN
ADRB3,TTD,
CASP1,DTC,CHEMBL578512
PIK3C3,MyCancerGenome,COPANLISIB
TLR7,TTD,LOXORIBINE
NAT1,ChemblInteractions,BENZPHETAMINE HYDROCHLORIDE
CHRM4,TEND,LEVOMEPROMAZINE
IDH1,DTC,CHEMBL587579
SSTR4,GuideToPharmacology,
FASN,NCI,PACLITAXEL
GRIN3A,ChemblInteractions,FELBAMATE
E2F1,NCI,BORTEZOMIB
TOP1,DTC,AESCULIOSIDE IIID
AR,TTD,GALETERONE
SYK,TTD,FOSTAMATINIB
MVK,GuideToPharmacology,
MAP4K4,DTC,ENTRECTINIB
ADORA2A,GuideToPharmacology,GALANGIN
ICAM2,NCI,
PIK3CD,GuideToPharmacology,
MMP2,CIViC,BEVACIZUMAB
KDR,TALC,TIVOZANIB
GPR68,GuideToPharmacology,
OPRM1,PharmGKB,
NFE2L2,DTC,BENZOTHIAZYL DISULFIDE
TP73,NCI,CISPLATIN
GABRG3,TTD,ETAZOLATE
L3MBTL1,DTC,DEOXYVASICINONE
CCR5,TTD,
MAPK9,DTC,SB-202190
PTGS2,TEND,ETODOLAC
AR,DTC,TRICLOCARBAN
GAA,DTC,ESCULETIN
TNFSF13B,MyCancerGenome,BELIMUMAB
CCR5,TdgClinicalTrial,MARAVIROC
PDE4A,TTD,CRISABOROLE
BRD9,GuideToPharmacology,
ABL1,COSMIC,
KCNJ11,ChemblInteractions,GLIMEPIRIDE
HRH1,TEND,CARBINOXAMINE
NMBR,GuideToPharmacology,
CRBN,TTD,IBERDOMIDE HYDROCHLORIDE
TERT,TTD,
F7,GuideToPharmacology,
CHRM5,TEND,METHIXENE
KDM4A,DTC,CHEMBL252417
CYP1A2,NCI,IRBESARTAN
FGFR2,CancerCommons,INFIGRATINIB
TRPV5,GuideToPharmacology,
GLS,DTC,CEFQUINOME
HTR2C,TTD,
BIRC2,GuideToPharmacology,
CACNB1,ChemblInteractions,ATAGABALIN
HRH1,GuideToPharmacology,LOXAPINE
,TTD,TELATINIB
CHRM1,TdgClinicalTrial,PROMAZINE
TRPC6,GuideToPharmacology,
CYP3A4,DTC,CHEMBL530733
,TTD,
MET,OncoKB,ERLOTINIB
INS,TTD,
NR1D1,GuideToPharmacology,SR9009
HTR2A,GuideToPharmacology,
SLC5A2,ChemblInteractions,ERTUGLIFLOZIN
PLK1,DTC,CHEMBL523200
GABRA1,ChemblInteractions,
IL2RG,TdgClinicalTrial,
KDM4A,DTC,CHEMBL1310138
TACR3,GuideToPharmacology,SENKTIDE
MT1A,PharmGKB,OXALIPLATIN
JAK2,TTD,
ALDH1A1,DTC,CHEMBL113897
RIPK1,TTD,
,TTD,
,TTD,LEDIPASVIR
FEN1,DTC,GW305074X
VDR,DTC,HEMATOXYLIN
TUBB1,TdgClinicalTrial,
ADRA2C,ChemblInteractions,DIPIVEFRIN HYDROCHLORIDE
MET,GuideToPharmacology,CRIZOTINIB
SRC,JAX-CKB,
EHMT2,DTC,AMARANTH
SELP,TdgClinicalTrial,BIMOSIAMOSE
PSMB5,ChemblInteractions,IXAZOMIB CITRATE
PTPN1,TTD,
,TTD,
GJA3,GuideToPharmacology,CARBENOXOLONE
,TTD,PROTRIPTYLINE
DRD3,TdgClinicalTrial,
PLK1,DTC,INAMRINONE
CNR2,TTD,
AQP9,NCI,ANDROSTANOLONE
IL24,TdgClinicalTrial,
HDAC8,ChemblInteractions,BELINOSTAT
ERBB2,JAX-CKB,VS-5584
CYP2D6,DTC,CEFOPERAZONE
GABPA,NCI,CYCLOSPORINE
GALR2,GuideToPharmacology,
KIT,GuideToPharmacology,ILORASERTIB
CHRM3,TdgClinicalTrial,METHIXENE
MAP2K2,GuideToPharmacology,TRAMETINIB
HRH3,GuideToPharmacology,IMPROMIDINE
EDN1,PharmGKB,IRBESARTAN
TYMSOS,PharmGKB,PLATINUM
MAPK12,GuideToPharmacology,DORAMAPIMOD
GABBR2,TdgClinicalTrial,LESOGABERAN
FLT3,GuideToPharmacology,RGB-286638
EGFR,DTC,DORAMAPIMOD
HCRTR2,TTD,
CRTC2,ClearityFoundationClinicalTrial,DACTOLISIB
